,userid,singer
24148,d591e844dcacb9caf6ad45f4478988ce80091cf8,placebo
24149,d591e844dcacb9caf6ad45f4478988ce80091cf8,garbage
24150,d5a31e2771e5d4507cc62eaded2f05f6c4fff9e0,k.i.z.
24151,d5a31e2771e5d4507cc62eaded2f05f6c4fff9e0,koЯn
24152,d5a31e2771e5d4507cc62eaded2f05f6c4fff9e0,fort minor
24153,d5a31e2771e5d4507cc62eaded2f05f6c4fff9e0,gentleman
24154,d5a31e2771e5d4507cc62eaded2f05f6c4fff9e0,eminem
24155,d5a73e1b80b6240ec245eda400b4ea80e5bc2734,billy talent
24156,d5a73e1b80b6240ec245eda400b4ea80e5bc2734,afi
24157,d5a73e1b80b6240ec245eda400b4ea80e5bc2734,brand new
24158,d5a73e1b80b6240ec245eda400b4ea80e5bc2734,rancid
24159,d5a73e1b80b6240ec245eda400b4ea80e5bc2734,from first to last
24160,d5af3e87f27938b42fcc2d2b57ad5ad32b4e13b3,atmosphere
24161,d5af3e87f27938b42fcc2d2b57ad5ad32b4e13b3,gamma ray
24162,d5af3e87f27938b42fcc2d2b57ad5ad32b4e13b3,grateful dead
24163,d5c04c9bebe2700d2443029bb1f7e1e0c9717bd3,new order
24164,d5c04c9bebe2700d2443029bb1f7e1e0c9717bd3,rjd2
24165,d5c04c9bebe2700d2443029bb1f7e1e0c9717bd3,cut copy
24166,d5c04c9bebe2700d2443029bb1f7e1e0c9717bd3,david bowie
24167,d5c1fe51720f69baae1281e09efbc9080d7c304f,therion
24168,d5c1fe51720f69baae1281e09efbc9080d7c304f,poets of the fall
24169,d5c1fe51720f69baae1281e09efbc9080d7c304f,red hot chili peppers
24170,d5c95e0bf77579eb216dc62ad9ff415df23e1078,britney spears
24171,d5c95e0bf77579eb216dc62ad9ff415df23e1078,nickelback
24172,d5c95e0bf77579eb216dc62ad9ff415df23e1078,relient k
24173,d5c95e0bf77579eb216dc62ad9ff415df23e1078,lily allen
24174,d5c95e0bf77579eb216dc62ad9ff415df23e1078,marvin gaye
24175,d5c95e0bf77579eb216dc62ad9ff415df23e1078,eminem
24176,d5c95e0bf77579eb216dc62ad9ff415df23e1078,hilary duff
24177,d5c9a7d40ff505dff138c18178350bf1285d178b,atmosphere
24178,d5c9a7d40ff505dff138c18178350bf1285d178b,devendra banhart
24179,d5c9a7d40ff505dff138c18178350bf1285d178b,sublime
24180,d5c9a7d40ff505dff138c18178350bf1285d178b,the postal service
24181,d5cf762d6a326b2dc90d9b57b6aca57a593873c2,megadeth
24182,d5d2cfd2de27bd6b25ec54b4b0b18e52099456c9,coheed and cambria
24183,d5d2cfd2de27bd6b25ec54b4b0b18e52099456c9,arctic monkeys
24184,d5db2a57c3ce516d630a7df4f568a0beaea152c7,britney spears
24185,d5db2a57c3ce516d630a7df4f568a0beaea152c7,christina aguilera
24186,d5e20970ddf7c7b2bc04ee7ff2f84ec5abf8dab0,the clash
24187,d5e20970ddf7c7b2bc04ee7ff2f84ec5abf8dab0,the rolling stones
24188,d5e20970ddf7c7b2bc04ee7ff2f84ec5abf8dab0,snow patrol
24189,d5e20970ddf7c7b2bc04ee7ff2f84ec5abf8dab0,the velvet underground
24190,d5e41ac3a3ef690560fa362819a7da6b7ac9c429,eminem
24191,d5e41ac3a3ef690560fa362819a7da6b7ac9c429,the offspring
24192,d5e5a5649c10f5017d543ba71b9e779081275d05,dashboard confessional
24193,d5e5a5649c10f5017d543ba71b9e779081275d05,jimmy eat world
24194,d5e5a5649c10f5017d543ba71b9e779081275d05,damien rice
24195,d5e5a5649c10f5017d543ba71b9e779081275d05,elliott smith
24196,d5e5a5649c10f5017d543ba71b9e779081275d05,copeland
24197,d5e9450d62913404c0d8c515cbfbf78ad2c0786b,the blood brothers
24198,d5e9450d62913404c0d8c515cbfbf78ad2c0786b,radiohead
24199,d5e954f3a3821b965598ec6710369fd04d1eea3d,coheed and cambria
24200,d5e954f3a3821b965598ec6710369fd04d1eea3d,dream theater
24201,d5eaabe66f6bed5490317f31d26ee0c86767bffc,millencolin
24202,d5eaabe66f6bed5490317f31d26ee0c86767bffc,death cab for cutie
24203,d5eaabe66f6bed5490317f31d26ee0c86767bffc,misfits
24204,d5f93cbca320cdd7c20452c88c57905ac8e92d47,dashboard confessional
24205,d5f93cbca320cdd7c20452c88c57905ac8e92d47,fall out boy
24206,d5f93cbca320cdd7c20452c88c57905ac8e92d47,placebo
24207,d5f93cbca320cdd7c20452c88c57905ac8e92d47,the offspring
24208,d5f93cbca320cdd7c20452c88c57905ac8e92d47,arctic monkeys
24209,d5f93cbca320cdd7c20452c88c57905ac8e92d47,radiohead
24210,d6023772f1e0c61b2b1804e3728a6a21537cde23,bob dylan
24211,d6023772f1e0c61b2b1804e3728a6a21537cde23,vangelis
24212,d6023772f1e0c61b2b1804e3728a6a21537cde23,the beatles
24213,d6023772f1e0c61b2b1804e3728a6a21537cde23,adam green
24214,d605151a86ad903d18cd7f08bf5b9d1b8b6278c0,ramones
24215,d60f91ee97f2b9a99281c05716bdd29e84dcc988,architecture in helsinki
24216,d60f91ee97f2b9a99281c05716bdd29e84dcc988,parkway drive
24217,d60f91ee97f2b9a99281c05716bdd29e84dcc988,lupe fiasco
24218,d60fc5db780bf7d478453c32cf3c7fa7c3b75160,pink floyd
24219,d60fc5db780bf7d478453c32cf3c7fa7c3b75160,finntroll
24220,d60fc5db780bf7d478453c32cf3c7fa7c3b75160,dead kennedys
24221,d60fc5db780bf7d478453c32cf3c7fa7c3b75160,anthrax
24222,d60fc5db780bf7d478453c32cf3c7fa7c3b75160,minor threat
24223,d60fc5db780bf7d478453c32cf3c7fa7c3b75160,system of a down
24224,d60fc5db780bf7d478453c32cf3c7fa7c3b75160,the beatles
24225,d61806710e817166b474abd1dba0a18a11044b2b,dope
24226,d61806710e817166b474abd1dba0a18a11044b2b,rage against the machine
24227,d628c5fb0d90513d01571c2814b06a6e3af267c3,the beatles
24228,d62d3814ef77cb9f81f356198644018cb0bed6d4,the decemberists
24229,d62d3814ef77cb9f81f356198644018cb0bed6d4,neutral milk hotel
24230,d62d3814ef77cb9f81f356198644018cb0bed6d4,stars
24231,d6310264d5c49bca861fb7d1d372785c2e5739c4,kreator
24232,d6310264d5c49bca861fb7d1d372785c2e5739c4,koЯn
24233,d6310264d5c49bca861fb7d1d372785c2e5739c4,pantera
24234,d6310264d5c49bca861fb7d1d372785c2e5739c4,depeche mode
24235,d6310264d5c49bca861fb7d1d372785c2e5739c4,therion
24236,d631afab51103cad80627d1b7e4c86ccaed161ee,the get up kids
24237,d631afab51103cad80627d1b7e4c86ccaed161ee,taking back sunday
24238,d631afab51103cad80627d1b7e4c86ccaed161ee,jimmy eat world
24239,d631afab51103cad80627d1b7e4c86ccaed161ee,goldfinger
24240,d634c6d06cf819ec4ffb634be94bf2e8cd9aa78b,placebo
24241,d6385dbd0ce32aad466284690bd9bbf967e27935,elton john
24242,d6385dbd0ce32aad466284690bd9bbf967e27935,foo fighters
24243,d6385dbd0ce32aad466284690bd9bbf967e27935,phil collins
24244,d63be7b3d38e64456a4b400d76d509afd9bcac7a,eels
24245,d63be7b3d38e64456a4b400d76d509afd9bcac7a,ween
24246,d63be7b3d38e64456a4b400d76d509afd9bcac7a,the smashing pumpkins
24247,d63be7b3d38e64456a4b400d76d509afd9bcac7a,anathema
24248,d63be7b3d38e64456a4b400d76d509afd9bcac7a,eminem
24249,d63be7b3d38e64456a4b400d76d509afd9bcac7a,pendulum
24250,d64149ce8ef18634eeb22c005f32da01fed21e86,kaiser chiefs
24251,d64149ce8ef18634eeb22c005f32da01fed21e86,green day
24252,d64149ce8ef18634eeb22c005f32da01fed21e86,queen
24253,d64149ce8ef18634eeb22c005f32da01fed21e86,linkin park
24254,d64149ce8ef18634eeb22c005f32da01fed21e86,metallica
24255,d651dcc5d30ce21a141cb21be5f72976c7921823,john williams
24256,d651dcc5d30ce21a141cb21be5f72976c7921823,ignite
24257,d656b805bf1b43c9d06417989131406ed426c464,lostprophets
24258,d656b805bf1b43c9d06417989131406ed426c464,atreyu
24259,d656b805bf1b43c9d06417989131406ed426c464,lacuna coil
24260,d656b805bf1b43c9d06417989131406ed426c464,good charlotte
24261,d65e536a0f55a9d4f088abf777df64e68e5735da,brian eno
24262,d65e536a0f55a9d4f088abf777df64e68e5735da,coil
24263,d65e536a0f55a9d4f088abf777df64e68e5735da,the cure
24264,d662898898cd0d698f35260707cb7e92101f2f0c,chris brown
24265,d6629cb760cc17e29397b73a40c9cd4604a45ee1,metric
24266,d6629cb760cc17e29397b73a40c9cd4604a45ee1,system of a down
24267,d66c420587af56e6344eb24338b491e93c46d25f,the beach boys
24268,d66c420587af56e6344eb24338b491e93c46d25f,elliott smith
24269,d66c420587af56e6344eb24338b491e93c46d25f,antony and the johnsons
24270,d66de8370b8b404a92fca7b4a6a80d24db5a24e8,john williams
24271,d66de8370b8b404a92fca7b4a6a80d24db5a24e8,동방신기
24272,d66fb03889de7877d6f317b0f0f9353d2cf567a5,sigur rós
24273,d66fb03889de7877d6f317b0f0f9353d2cf567a5,boards of canada
24274,d66fb03889de7877d6f317b0f0f9353d2cf567a5,deftones
24275,d66fb03889de7877d6f317b0f0f9353d2cf567a5,elbow
24276,d671b32a8eac7131b74ae45480d4270cd832a0c0,tiamat
24277,d671b32a8eac7131b74ae45480d4270cd832a0c0,bob marley & the wailers
24278,d671b32a8eac7131b74ae45480d4270cd832a0c0,rob zombie
24279,d671b32a8eac7131b74ae45480d4270cd832a0c0,pantera
24280,d6786f72ef74ce483f76bedbca4fedc474a5b685,iron maiden
24281,d6786f72ef74ce483f76bedbca4fedc474a5b685,red hot chili peppers
24282,d6786f72ef74ce483f76bedbca4fedc474a5b685,sonata arctica
24283,d6786f72ef74ce483f76bedbca4fedc474a5b685,tool
24284,d6786f72ef74ce483f76bedbca4fedc474a5b685,clutch
24285,d6854f567900dd88a6d57156bcf2d9569cf51a7e,radiohead
24286,d6854f567900dd88a6d57156bcf2d9569cf51a7e,daft punk
24287,d6854f567900dd88a6d57156bcf2d9569cf51a7e,van halen
24288,d689c262cba1d7157779ca04901e7c89771b905f,placebo
24289,d689c262cba1d7157779ca04901e7c89771b905f,kanye west
24290,d689c262cba1d7157779ca04901e7c89771b905f,daft punk
24291,d689c262cba1d7157779ca04901e7c89771b905f,moby
24292,d68c4e2e8f835855594c13b978d2e316375c6026,simon & garfunkel
24293,d6a03136487dae85268991e5d7cb299d4f5e008d,fatboy slim
24294,d6a03136487dae85268991e5d7cb299d4f5e008d,the rolling stones
24295,d6a1a6cb302f32b1f605ea3528bda4bb09f1d3cb,manic street preachers
24296,d6a1a6cb302f32b1f605ea3528bda4bb09f1d3cb,radiohead
24297,d6a316aa3af76d449f3e8fed7e8d30de90b6859e,maxïmo park
24298,d6a316aa3af76d449f3e8fed7e8d30de90b6859e,yeah yeah yeahs
24299,d6a316aa3af76d449f3e8fed7e8d30de90b6859e,super furry animals
24300,d6a316aa3af76d449f3e8fed7e8d30de90b6859e,ben folds five
24301,d6b367ed1a965fc8bb6932f37140cb88464c0b66,black eyed peas
24302,d6b367ed1a965fc8bb6932f37140cb88464c0b66,metallica
24303,d6b9f45241c75a9e9b11e923d9fd42ca25c35e25,u2
24304,d6b9f45241c75a9e9b11e923d9fd42ca25c35e25,emilie autumn
24305,d6b9f45241c75a9e9b11e923d9fd42ca25c35e25,einstürzende neubauten
24306,d6c2f20f5e901f210ea4babce3894331bde87eda,die apokalyptischen reiter
24307,d6c2f20f5e901f210ea4babce3894331bde87eda,blind guardian
24308,d6c2f20f5e901f210ea4babce3894331bde87eda,children of bodom
24309,d6dad5ae67d1cdd11b31d52ae8d39f9e84501ef1,morrissey
24310,d6dad5ae67d1cdd11b31d52ae8d39f9e84501ef1,billy joel
24311,d6dad5ae67d1cdd11b31d52ae8d39f9e84501ef1,john mayer
24312,d6dad5ae67d1cdd11b31d52ae8d39f9e84501ef1,rammstein
24313,d6dad5ae67d1cdd11b31d52ae8d39f9e84501ef1,coldplay
24314,d6dad5ae67d1cdd11b31d52ae8d39f9e84501ef1,r.e.m.
24315,d6dad5ae67d1cdd11b31d52ae8d39f9e84501ef1,ludwig van beethoven
24316,d6dbf344a0ec538e42829df580990ec58af90822,taylor swift
24317,d6dbf344a0ec538e42829df580990ec58af90822,kelly clarkson
24318,d6dbf344a0ec538e42829df580990ec58af90822,ne-yo
24319,d6e575467410ba82c5176dda2372ce3ad913e0dd,bryan adams
24320,d6eb1604cf787b934c1e398aa791de6f95480ee6,journey
24321,d6eb1604cf787b934c1e398aa791de6f95480ee6,mötley crüe
24322,d6f7eadc630786cfd09c063231e2300889c518aa,iced earth
24323,d6f7eadc630786cfd09c063231e2300889c518aa,morbid angel
24324,d6f9ce217c69d98e1e858f49982523842ae84b5f,nightwish
24325,d702571f341e81bad14c460dad8600ed96f36bea,röyksopp
24326,d702571f341e81bad14c460dad8600ed96f36bea,clint mansell
24327,d715a952d33f80ce5b41763fa30d10825ba642ab,linkin park
24328,d715a952d33f80ce5b41763fa30d10825ba642ab,billy talent
24329,d715a952d33f80ce5b41763fa30d10825ba642ab,rise against
24330,d715a952d33f80ce5b41763fa30d10825ba642ab,apocalyptica
24331,d719005feb74f38dbf36d59fa38dffca8296dc5f,nine inch nails
24332,d719005feb74f38dbf36d59fa38dffca8296dc5f,mötley crüe
24333,d719005feb74f38dbf36d59fa38dffca8296dc5f,a perfect circle
24334,d719005feb74f38dbf36d59fa38dffca8296dc5f,metallica
24335,d71ae77b259e9013c2e326a0f5b663948910e70b,koЯn
24336,d71ae77b259e9013c2e326a0f5b663948910e70b,incubus
24337,d71ae77b259e9013c2e326a0f5b663948910e70b,notorious b.i.g.
24338,d71ae77b259e9013c2e326a0f5b663948910e70b,rise against
24339,d71ae77b259e9013c2e326a0f5b663948910e70b,thrice
24340,d71ae77b259e9013c2e326a0f5b663948910e70b,jack johnson
24341,d71c02b6b71e84e8b6d0c4eb6f11b7ec7fcd337d,metro station
24342,d71c02b6b71e84e8b6d0c4eb6f11b7ec7fcd337d,jonas brothers
24343,d71e3c583bf7713af279ac70162d8b74401760af,enigma
24344,d71e3c583bf7713af279ac70162d8b74401760af,george michael
24345,d7275d69fb968fe349c44a9f42f4ef2c6f0c05b1,evergrey
24346,d7275d69fb968fe349c44a9f42f4ef2c6f0c05b1,pink floyd
24347,d7275d69fb968fe349c44a9f42f4ef2c6f0c05b1,metallica
24348,d72d6b1979f248708e2cb99b431a86b38fb244b8,sarah brightman
24349,d7312112530380fd3d7a0e28964321d885452a16,the rolling stones
24350,d735e0b83f14bc803c91536fc65cb0c9a431b134,three days grace
24351,d735e0b83f14bc803c91536fc65cb0c9a431b134,the beatles
24352,d735e0b83f14bc803c91536fc65cb0c9a431b134,boys like girls
24353,d735e0b83f14bc803c91536fc65cb0c9a431b134,new found glory
24354,d737ae57d3e171984b373e9a7db8906c0bf6485e,him
24355,d737ae57d3e171984b373e9a7db8906c0bf6485e,the decemberists
24356,d737ae57d3e171984b373e9a7db8906c0bf6485e,bon iver
24357,d737ae57d3e171984b373e9a7db8906c0bf6485e,of montreal
24358,d737ae57d3e171984b373e9a7db8906c0bf6485e,boys like girls
24359,d74f7fbca9db2833047df89872afc26ad4975df7,65daysofstatic
24360,d753a03b41f361e37da5e54da1a44c99b95b00e2,nelly furtado
24361,d753a03b41f361e37da5e54da1a44c99b95b00e2,franz ferdinand
24362,d75b3f1f37468551014820a2366b98bcc6a99d2b,enrique iglesias
24363,d76f9eb0cdfbade3376a1ed0d8b304448c9bd00c,shakira
24364,d76f9eb0cdfbade3376a1ed0d8b304448c9bd00c,pet shop boys
24365,d773a484679e892318db185d68b04b939a21f05f,camera obscura
24366,d773a484679e892318db185d68b04b939a21f05f,björk
24367,d773a484679e892318db185d68b04b939a21f05f,mogwai
24368,d78dbf93e0d36a498b220d4077c257bf1e0bf641,judas priest
24369,d78dbf93e0d36a498b220d4077c257bf1e0bf641,paradise lost
24370,d78dbf93e0d36a498b220d4077c257bf1e0bf641,covenant
24371,d79297c6788efb16bdb1a63cfa1cf365ad5f26d1,jethro tull
24372,d79297c6788efb16bdb1a63cfa1cf365ad5f26d1,kate bush
24373,d798e616eb38bfd41cc652812e3ccf3a114c0fe8,coldplay
24374,d798e616eb38bfd41cc652812e3ccf3a114c0fe8,circa survive
24375,d798e616eb38bfd41cc652812e3ccf3a114c0fe8,mew
24376,d798e616eb38bfd41cc652812e3ccf3a114c0fe8,minus the bear
24377,d798e616eb38bfd41cc652812e3ccf3a114c0fe8,death cab for cutie
24378,d798e616eb38bfd41cc652812e3ccf3a114c0fe8,röyksopp
24379,d7a0af47b60c9426ccf12c2d3a316e7aaf971efb,chris brown
24380,d7a0af47b60c9426ccf12c2d3a316e7aaf971efb,tenacious d
24381,d7a0af47b60c9426ccf12c2d3a316e7aaf971efb,system of a down
24382,d7a37a6f74ca460686be963b4cd67e373fe58f68,enya
24383,d7a37a6f74ca460686be963b4cd67e373fe58f68,disturbed
24384,d7c6b334e22e363eb9806d2989bf820ab98ceb4b,3 doors down
24385,d7c6b334e22e363eb9806d2989bf820ab98ceb4b,sublime
24386,d7c6b334e22e363eb9806d2989bf820ab98ceb4b,against me!
24387,d7c6b334e22e363eb9806d2989bf820ab98ceb4b,saosin
24388,d7d9aa4864a8b0e475d719ceeb1c6019c0973cff,dragonforce
24389,d7d9aa4864a8b0e475d719ceeb1c6019c0973cff,avenged sevenfold
24390,d7d9aa4864a8b0e475d719ceeb1c6019c0973cff,breaking benjamin
24391,d7d9aa4864a8b0e475d719ceeb1c6019c0973cff,nickelback
24392,d7e053127e1f33ec1f38b8dd1b683688ea16f408,metro station
24393,d7e053127e1f33ec1f38b8dd1b683688ea16f408,lady gaga
24394,d7e053127e1f33ec1f38b8dd1b683688ea16f408,cobra starship
24395,d7e29e12471495730ea646e541e76d8e77c9f1ae,jason mraz
24396,d7e29e12471495730ea646e541e76d8e77c9f1ae,the spill canvas
24397,d7e29e12471495730ea646e541e76d8e77c9f1ae,the beach boys
24398,d7e29e12471495730ea646e541e76d8e77c9f1ae,bayside
24399,d7e29e12471495730ea646e541e76d8e77c9f1ae,anberlin
24400,d7e776fbeb43971b1a1826465ca2d0e6d783e355,apocalyptica
24401,d7e776fbeb43971b1a1826465ca2d0e6d783e355,behemoth
24402,d7eaa0c72dbdca6ae517ae0a1bc49065e9312b8c,nightwish
24403,d7eaa0c72dbdca6ae517ae0a1bc49065e9312b8c,kiss
24404,d7ee09aa32538043c513333f93561cac45eb4500,tocotronic
24405,d7ee09aa32538043c513333f93561cac45eb4500,kettcar
24406,d7ef3b14974e881b85f90f5872753f7b00ffc461,the cinematic orchestra
24407,d7ef3b14974e881b85f90f5872753f7b00ffc461,nightmares on wax
24408,d7ef3b14974e881b85f90f5872753f7b00ffc461,yeah yeah yeahs
24409,d7f9a284bf36e18e4ee828f403cfa4627031fef7,evanescence
24410,d7f9a284bf36e18e4ee828f403cfa4627031fef7,bushido
24411,d7f9a284bf36e18e4ee828f403cfa4627031fef7,subway to sally
24412,d7f9a284bf36e18e4ee828f403cfa4627031fef7,avril lavigne
24413,d7f9a284bf36e18e4ee828f403cfa4627031fef7,children of bodom
24414,d7f9a284bf36e18e4ee828f403cfa4627031fef7,lacuna coil
24415,d7fa17e7f004e402a797706dd3f686d925d9987a,the haunted
24416,d8029e6215e2e2c7fcd0f06ab6da2f9f52943c43,kataklysm
24417,d8029e6215e2e2c7fcd0f06ab6da2f9f52943c43,rammstein
24418,d8067a9abf42013bc66eb20f05033e77384dc7c4,thursday
24419,d80a456421484e488faa86e3e68d47d926adb7b1,streetlight manifesto
24420,d80a456421484e488faa86e3e68d47d926adb7b1,no doubt
24421,d819297d77cc9d8b45fc6dd68e2304b8205f012d,usher
24422,d819297d77cc9d8b45fc6dd68e2304b8205f012d,john legend
24423,d819ea65c8129d86295d9398f1ccb06011d29484,afi
24424,d819ea65c8129d86295d9398f1ccb06011d29484,iron maiden
24425,d819ea65c8129d86295d9398f1ccb06011d29484,chiodos
24426,d819ea65c8129d86295d9398f1ccb06011d29484,jason mraz
24427,d819ea65c8129d86295d9398f1ccb06011d29484,yann tiersen
24428,d819ea65c8129d86295d9398f1ccb06011d29484,avenged sevenfold
24429,d81bcb36e7afc2b0bae7feb21d4445e0231c26c6,megadeth
24430,d81bcb36e7afc2b0bae7feb21d4445e0231c26c6,apocalyptica
24431,d81dba6bc42b4dd4787e62ed00c93c10dbcf87a3,rise against
24432,d81dba6bc42b4dd4787e62ed00c93c10dbcf87a3,august burns red
24433,d827a0ceb853bf2d8d3d85e19e8d3848d13e6d35,bayside
24434,d827a0ceb853bf2d8d3d85e19e8d3848d13e6d35,protest the hero
24435,d827a0ceb853bf2d8d3d85e19e8d3848d13e6d35,parkway drive
24436,d8397353d949083cd7d5c392916c52fd5e8ae3f9,blonde redhead
24437,d8414911f67c7d7d7de4090e2342e6c06dbda50a,iamx
24438,d8414911f67c7d7d7de4090e2342e6c06dbda50a,fort minor
24439,d8414911f67c7d7d7de4090e2342e6c06dbda50a,muse
24440,d842eba66bae18e63d6e066b2c7c509515c00bb8,behemoth
24441,d84e5fac8a2c9389c3b4e44b7cfbad697c6d4042,lou reed
24442,d8539e7dfc9dbaab60d6cc344480035dfa575bf2,christina aguilera
24443,d8539e7dfc9dbaab60d6cc344480035dfa575bf2,cascada
24444,d859153b56e2dc6a2e633ac1aa23ca1680644e56,elvis presley
24445,d859153b56e2dc6a2e633ac1aa23ca1680644e56,nirvana
24446,d859153b56e2dc6a2e633ac1aa23ca1680644e56,jay-z
24447,d86857f7f75365c8c0d06e7978d9137bc8002702,jedi mind tricks
24448,d86857f7f75365c8c0d06e7978d9137bc8002702,immortal technique
24449,d86857f7f75365c8c0d06e7978d9137bc8002702,rammstein
24450,d86857f7f75365c8c0d06e7978d9137bc8002702,dr. dre
24451,d86857f7f75365c8c0d06e7978d9137bc8002702,ministry
24452,d86b6a8e4305ce1b3dd5eaaa29972f05dcea9acc,t. rex
24453,d86b6a8e4305ce1b3dd5eaaa29972f05dcea9acc,badly drawn boy
24454,d86b6a8e4305ce1b3dd5eaaa29972f05dcea9acc,depeche mode
24455,d86b6a8e4305ce1b3dd5eaaa29972f05dcea9acc,bauhaus
24456,d86b6a8e4305ce1b3dd5eaaa29972f05dcea9acc,sufjan stevens
24457,d86b9febb8d20ef67c08f36be8320b00b900631b,oasis
24458,d86c446be331ae4a70822f582f82c00beec6b073,the gathering
24459,d86c446be331ae4a70822f582f82c00beec6b073,portishead
24460,d86c446be331ae4a70822f582f82c00beec6b073,soundtrack
24461,d86c446be331ae4a70822f582f82c00beec6b073,stone temple pilots
24462,d86c446be331ae4a70822f582f82c00beec6b073,the whitest boy alive
24463,d86c446be331ae4a70822f582f82c00beec6b073,children of bodom
24464,d8796206fe0b824f639848ce5edcb187ab084ede,regina spektor
24465,d8796206fe0b824f639848ce5edcb187ab084ede,snow patrol
24466,d8908936aec8a3b80dda61125370bd23cf6707da,evanescence
24467,d8908936aec8a3b80dda61125370bd23cf6707da,breaking benjamin
24468,d8908936aec8a3b80dda61125370bd23cf6707da,梶浦由記
24469,d8908936aec8a3b80dda61125370bd23cf6707da,billy talent
24470,d8908936aec8a3b80dda61125370bd23cf6707da,avenged sevenfold
24471,d8908936aec8a3b80dda61125370bd23cf6707da,avril lavigne
24472,d8925646c34c6d9ba34dbb894c5314b674315200,pink
24473,d89409aea873c048905a6958dcd80c655b57a718,justin timberlake
24474,d894122fc60e3f1f0206d104565031f2ef62610e,nirvana
24475,d894122fc60e3f1f0206d104565031f2ef62610e,soundgarden
24476,d894122fc60e3f1f0206d104565031f2ef62610e,the smashing pumpkins
24477,d894122fc60e3f1f0206d104565031f2ef62610e,johnny cash
24478,d894122fc60e3f1f0206d104565031f2ef62610e,kings of leon
24479,d89ae8d2af0a031932f8a2ddf8a5bbd39a7f0096,janet jackson
24480,d89ae8d2af0a031932f8a2ddf8a5bbd39a7f0096,air
24481,d89ae8d2af0a031932f8a2ddf8a5bbd39a7f0096,sugababes
24482,d89cbccc757ac8fdf18bc700ce8c9347497c4f83,alice in chains
24483,d89cbccc757ac8fdf18bc700ce8c9347497c4f83,nine inch nails
24484,d89cbccc757ac8fdf18bc700ce8c9347497c4f83,the smashing pumpkins
24485,d89cbccc757ac8fdf18bc700ce8c9347497c4f83,guano apes
24486,d89cbccc757ac8fdf18bc700ce8c9347497c4f83,led zeppelin
24487,d89d49953f6ddc82c6a942bab60802666824a41b,rage against the machine
24488,d8b38924746a406cb32aa2bf2325816ec7c7132e,foo fighters
24489,d8b38924746a406cb32aa2bf2325816ec7c7132e,rise against
24490,d8b38924746a406cb32aa2bf2325816ec7c7132e,bloodhound gang
24491,d8b38924746a406cb32aa2bf2325816ec7c7132e,koЯn
24492,d8b9460d8af608f9139a4bf5ee0e551330f68702,the veronicas
24493,d8b9460d8af608f9139a4bf5ee0e551330f68702,black eyed peas
24494,d8b9460d8af608f9139a4bf5ee0e551330f68702,jonas brothers
24495,d8b9460d8af608f9139a4bf5ee0e551330f68702,linkin park
24496,d8b9460d8af608f9139a4bf5ee0e551330f68702,die Ärzte
24497,d8b9460d8af608f9139a4bf5ee0e551330f68702,lily allen
24498,d8d9a1c1832839f7cb0bd130ff4cf7472d4b0776,therion
24499,d8d9a1c1832839f7cb0bd130ff4cf7472d4b0776,goldfrapp
24500,d8d9ac73a0c795a079c047e122cf7d5c411b7fb9,beastie boys
24501,d8d9ac73a0c795a079c047e122cf7d5c411b7fb9,august burns red
24502,d8d9ac73a0c795a079c047e122cf7d5c411b7fb9,comeback kid
24503,d8d9ac73a0c795a079c047e122cf7d5c411b7fb9,rammstein
24504,d8e01d824eb4926bc6c8029a07635f74c1718911,cradle of filth
24505,d8e01d824eb4926bc6c8029a07635f74c1718911,rammstein
24506,d8e01d824eb4926bc6c8029a07635f74c1718911,rob zombie
24507,d8f1681ba18979afafc47285eb8676b8fccd0cbd,porcupine tree
24508,d8f1681ba18979afafc47285eb8676b8fccd0cbd,r.e.m.
24509,d8f1681ba18979afafc47285eb8676b8fccd0cbd,stereophonics
24510,d8f1681ba18979afafc47285eb8676b8fccd0cbd,fleetwood mac
24511,d8f7742e24de00e098ea559acdc3c3d5c5051d32,the beatles
24512,d8f7742e24de00e098ea559acdc3c3d5c5051d32,dinosaur jr.
24513,d9065056dd089588b9af65a45672468cd1f81c21,植松伸夫
24514,d9065056dd089588b9af65a45672468cd1f81c21,tenacious d
24515,d9065056dd089588b9af65a45672468cd1f81c21,rob zombie
24516,d90ad3a8c95f420a8788039e4c3c5732226f6b7b,ensiferum
24517,d90bcd3da06e6141dbe770f7d82ce0f0663ed91d,robbie williams
24518,d91c9caedebf2172952ee2afb89b60e16e659b3d,nada surf
24519,d91c9caedebf2172952ee2afb89b60e16e659b3d,the kinks
24520,d91c9caedebf2172952ee2afb89b60e16e659b3d,vampire weekend
24521,d91ff695642148c667dd7fb9f3b1e872d12b211e,311
24522,d91ff695642148c667dd7fb9f3b1e872d12b211e,pearl jam
24523,d91ff695642148c667dd7fb9f3b1e872d12b211e,death cab for cutie
24524,d92f9ce3fd6244211ee9677b406808a167204740,ignite
24525,d92f9ce3fd6244211ee9677b406808a167204740,judas priest
24526,d930484e8d5d54bb1674576f88a84f2fa0dc16b6,eric clapton
24527,d930484e8d5d54bb1674576f88a84f2fa0dc16b6,65daysofstatic
24528,d930775865d8c5394b68d6209035f948283b3a77,moby
24529,d930775865d8c5394b68d6209035f948283b3a77,the mars volta
24530,d930775865d8c5394b68d6209035f948283b3a77,the beatles
24531,d930775865d8c5394b68d6209035f948283b3a77,editors
24532,d93bf66aa79aeb666191122747d8678656831f70,johann sebastian bach
24533,d93bf66aa79aeb666191122747d8678656831f70,pink floyd
